customer_id,segment_name,recency_days,frequency_180d,monetary_180d,R_score,F_score,M_score,RFM_score,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,sessions_30d,campaign_clicks_30d,email_opens_30d,last_visit_days_ago,churn_next_60d,split,support_complaint_score,engagement_score,discount_dependency,loyalty_tier_encoded,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent
CUST00303,Loyal Customers,48,2,1965.56,3,4,5,12,0.0,0.175,4.0,2,0,0.0,0.0,6,1,2,12,0,test,0.0,0.18884443007972418,0.175,0.0,Tier 1,18-24,Google Search,,Hair Care,Yes
CUST00304,At-Risk Customers,87,2,1687.98,2,4,4,10,0.0,0.205,3.5,2,0,0.0,0.0,4,3,8,5,1,train,0.0,0.26390713208360267,0.205,0.0,Tier 2,25-34,Influencer,,Baby Care,Yes
CUST00305,At-Risk Customers,166,1,531.59,1,1,2,4,0.0,0.19,5.0,1,0,0.0,0.0,6,0,1,33,1,test,0.0,0.1555272570566688,0.19,1.0,Tier 1,18-24,Organic,Silver,Skin Care,Yes
CUST00306,Champions,19,3,2579.16,5,5,5,15,0.0,0.19,4.0,2,1,0.0,34.5,2,2,6,0,0,test,0.16666666666666666,0.16003749191984484,0.19,0.0,Tier 3,35-44,Marketplace,,Skin Care,Yes
CUST00307,New Customers,32,1,307.42,4,1,1,6,1.0,0.5,4.0,1,1,0.0,4.5,0,0,2,13,1,train,0.16666666666666666,0.023076923076923075,0.5,2.0,Tier 2,35-44,Google Search,Gold,Fragrance,Yes
CUST00308,Loyal Customers,66,2,1535.15,3,4,4,11,0.0,0.26,3.5,1,0,0.0,0.0,7,1,3,27,0,train,0.0,0.21574423615600086,0.26,3.0,Tier 1,25-34,Influencer,Platinum,Fragrance,Yes
CUST00309,New Customers,8,1,1014.02,5,1,3,9,0.0,0.35,3.0,1,0,0.0,0.0,13,1,8,12,1,train,0.0,0.37890993320405086,0.35,0.0,Tier 1,25-34,Google Search,,Baby Care,Yes
CUST00310,New Customers,22,1,578.27,4,1,2,7,1.0,0.2,5.0,1,1,1.0,31.3,5,0,2,8,0,train,0.6666666666666666,0.1668304244774833,0.2,0.0,Tier 1,25-34,Instagram,,Hair Care,Yes
CUST00311,High-Value but Unhappy,48,1,1336.82,3,1,4,8,0.0,0.1,2.0,1,0,0.0,0.0,4,0,0,0,1,train,0.0,0.10150140056022408,0.1,1.0,Tier 1,35-44,Marketplace,Silver,Baby Care,No
CUST00312,Other,64,1,486.27,3,1,2,6,0.0,0.2,5.0,1,0,0.0,0.0,9,0,0,7,1,train,0.0,0.19343417366946777,0.2,0.0,Tier 1,18-24,Instagram,,Fragrance,No
CUST00313,At-Risk Customers,162,1,769.77,1,1,3,5,0.0,0.33,3.0,1,0,0.0,0.0,16,0,2,37,1,validation,0.0,0.32249989226459813,0.33,0.0,Tier 1,35-44,Organic,,Skin Care,Yes
CUST00314,New Customers,16,1,560.98,5,1,2,8,0.0,0.29,5.0,1,0,0.0,0.0,0,0,0,14,1,train,0.0,0.0,0.29,0.0,Tier 1,45+,Organic,,Fragrance,Yes
CUST00315,Champions,17,6,6768.08,5,5,5,15,0.0,0.33,4.33,4,0,0.0,0.0,11,4,10,0,0,train,0.0,0.502986856280974,0.33,3.0,Tier 3,25-34,Organic,Platinum,Skin Care,Yes
CUST00316,At-Risk Customers,97,2,1079.82,2,4,3,9,0.5,0.32,3.5,2,0,0.0,0.0,1,2,7,30,1,train,0.0,0.15285326438267616,0.32,1.0,Tier 1,25-34,Google Search,Silver,Skin Care,Yes
CUST00317,At-Risk Customers,100,1,1353.24,2,1,4,7,0.0,0.19,3.0,1,0,0.0,0.0,8,0,0,25,1,test,0.0,0.20160224089635853,0.19,0.0,Tier 3,25-34,Google Search,,Skin Care,No
CUST00318,Loyal Customers,47,2,1908.68,3,4,5,12,0.0,0.27,5.0,2,0,0.0,0.0,2,0,6,8,0,test,0.0,0.12166214177978883,0.27,1.0,Tier 2,35-44,Google Search,Silver,Hair Care,Yes
CUST00319,At-Risk Customers,147,1,460.74,2,1,2,5,0.0,0.33,4.0,1,0,0.0,0.0,0,0,0,29,1,train,0.0,0.0,0.33,1.0,Tier 1,25-34,Marketplace,Silver,Hair Care,No
CUST00320,Champions,25,3,1395.26,4,5,4,13,0.0,0.297,3.0,2,0,0.0,0.0,10,1,6,19,0,train,0.0,0.34294225382460675,0.297,0.0,Tier 3,18-24,Organic,,Skin Care,Yes
CUST00321,At-Risk Customers,116,2,1114.17,2,4,3,9,0.0,0.31,3.0,2,0,0.0,0.0,1,2,4,20,1,validation,0.0,0.11655720749838397,0.31,1.0,Tier 2,25-34,Organic,Silver,Baby Care,Yes
CUST00322,Champions,4,5,3351.86,5,5,5,15,0.0,0.384,4.0,2,0,0.0,0.0,5,0,1,2,0,train,0.0,0.10347123464770523,0.384,1.0,Tier 1,25-34,Google Search,Silver,Skin Care,Yes
CUST00323,Champions,5,2,2509.86,5,4,5,14,0.0,0.3,4.5,2,0,0.0,0.0,6,0,3,9,0,train,0.0,0.17188149105796163,0.3,2.0,Tier 2,25-34,Google Search,Gold,Hair Care,Yes
CUST00324,Lost Customers,274,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,0,0,1,60,1,validation,0.0,0.011538461538461537,0.0,0.0,Tier 3,35-44,Influencer,,Hair Care,Yes
CUST00325,Champions,44,3,3542.89,4,5,5,14,0.0,0.24,3.67,2,0,0.0,0.0,6,1,9,7,0,train,0.0,0.25448761042878687,0.24,0.0,Tier 1,25-34,Instagram,,Baby Care,Yes
CUST00326,At-Risk Customers,124,1,471.14,2,1,2,5,0.0,0.22,3.0,1,0,0.0,0.0,7,3,7,26,1,train,0.0,0.33346670976082743,0.22,3.0,Tier 2,45+,Referral,Platinum,Skin Care,Yes
CUST00327,New Customers,2,1,367.29,5,1,1,7,0.0,0.41,4.0,1,0,0.0,0.0,7,1,8,14,1,validation,0.0,0.2683945270415859,0.41,2.0,Tier 1,25-34,Organic,Gold,Skin Care,Yes
CUST00328,Lost Customers,322,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,2,0,2,60,1,validation,0.0,0.05884162895927601,0.0,0.0,Tier 1,35-44,Organic,,Hair Care,Yes
CUST00329,New Customers,1,1,299.28,5,1,1,7,0.0,0.06,4.0,1,0,0.0,0.0,1,0,0,0,0,train,0.0,0.018722689075630253,0.06,2.0,Tier 2,18-24,Instagram,Gold,Skin Care,No
CUST00330,Loyal Customers,74,3,1307.8,3,5,4,12,0.0,0.33,3.33,2,1,0.0,7.9,1,0,0,12,0,train,0.16666666666666666,0.020403361344537817,0.33,2.0,Tier 2,35-44,Organic,Gold,Makeup,Yes
CUST00331,At-Risk Customers,151,1,505.92,1,1,2,4,0.0,0.49,4.0,1,0,0.0,0.0,1,0,0,27,1,train,0.0,0.02208403361344538,0.49,1.0,Tier 1,25-34,Marketplace,Silver,Makeup,No
CUST00332,Champions,24,2,2059.8,4,4,5,13,0.5,0.375,1.5,1,2,1.0,12.1,0,0,3,6,0,validation,0.8333333333333333,0.03461538461538461,0.375,1.0,Tier 2,25-34,Instagram,Silver,Skin Care,Yes
CUST00333,Other,75,1,870.15,3,1,3,7,0.0,0.07,3.0,1,0,0.0,0.0,3,0,0,21,0,train,0.0,0.07619607843137255,0.07,0.0,Tier 3,18-24,Referral,,Hair Care,Yes
CUST00334,Other,85,1,731.49,3,1,3,7,1.0,0.07,2.0,1,1,0.0,7.4,2,0,0,29,1,train,0.16666666666666666,0.03408403361344538,0.07,1.0,Tier 2,25-34,Google Search,Silver,Skin Care,No
CUST00335,At-Risk Customers,148,2,1328.14,1,4,4,9,0.0,0.38,3.5,1,0,0.0,0.0,7,1,3,22,0,test,0.0,0.22750894203835378,0.38,0.0,Tier 2,45+,Instagram,,Skin Care,Yes
CUST00336,Loyal Customers,29,2,1156.25,4,4,3,11,0.0,0.135,5.0,2,0,0.0,0.0,5,0,0,2,0,train,0.0,0.12022408963585435,0.135,0.0,Tier 2,35-44,Marketplace,,Hair Care,No
CUST00337,Champions,7,2,1887.73,5,4,4,13,0.0,0.385,3.5,2,1,0.0,35.9,2,0,1,9,1,validation,0.16666666666666666,0.07069252316311139,0.385,0.0,Tier 2,25-34,Marketplace,,Makeup,Yes
CUST00338,New Customers,12,1,887.38,5,1,3,9,1.0,0.27,1.0,1,1,1.0,16.4,6,0,0,8,0,validation,0.6666666666666666,0.15743417366946777,0.27,0.0,Tier 2,25-34,Instagram,,Skin Care,No
CUST00339,At-Risk Customers,92,1,465.18,2,1,2,5,0.0,0.17,5.0,1,0,0.0,0.0,13,0,0,12,0,train,0.0,0.28317086834733896,0.17,1.0,Tier 1,45+,Referral,Silver,Makeup,No
CUST00340,Champions,46,3,1900.4,4,5,5,14,0.333,0.237,4.0,3,0,0.0,0.0,8,1,2,10,0,train,0.0,0.23791445809092868,0.237,2.0,Tier 2,35-44,Marketplace,Gold,Skin Care,Yes
CUST00341,New Customers,19,1,790.16,5,1,3,9,0.0,0.46,3.0,1,0,0.0,0.0,11,0,0,5,0,train,0.0,0.2374621848739496,0.46,0.0,Tier 2,25-34,Influencer,,Baby Care,No
CUST00342,Champions,1,2,2309.31,5,4,5,14,0.0,0.335,4.0,1,1,1.0,21.9,9,0,3,4,0,train,0.6666666666666666,0.2298702865761689,0.335,2.0,Tier 1,25-34,Influencer,Gold,Makeup,Yes
CUST00343,At-Risk Customers,94,1,410.91,2,1,2,5,0.0,0.13,5.0,1,0,0.0,0.0,7,1,2,20,0,train,0.0,0.2642898082309847,0.13,0.0,Tier 2,25-34,Marketplace,,Makeup,Yes
CUST00344,Other,189,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,5,0,0,41,0,train,0.0,0.11854341736694676,0.0,1.0,Tier 3,35-44,Instagram,Silver,Wellness,Yes
CUST00345,Champions,3,3,3946.38,5,5,5,15,0.0,0.127,4.33,2,0,0.0,0.0,15,0,5,0,0,validation,0.0,0.42368670545141135,0.127,1.0,Tier 2,25-34,Influencer,Silver,Makeup,Yes
CUST00346,Other,72,1,494.2,3,1,2,6,0.0,0.34,5.0,1,0,0.0,0.0,13,1,5,7,0,train,0.0,0.4379920275802629,0.34,0.0,Tier 1,25-34,Instagram,,Makeup,Yes
CUST00347,Other,184,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,8,1,5,45,1,train,0.0,0.2859752208575738,0.0,0.0,Tier 1,35-44,Organic,,Fragrance,Yes
CUST00348,Champions,1,3,2509.74,5,5,5,15,0.0,0.257,4.0,3,0,0.0,0.0,14,2,4,4,0,test,0.0,0.42984012066365007,0.257,1.0,Tier 3,35-44,Google Search,Silver,Wellness,Yes
CUST00349,Loyal Customers,74,3,2183.21,3,5,5,13,0.0,0.243,4.0,2,0,0.0,0.0,2,0,0,18,0,train,0.0,0.059154061624649854,0.243,1.0,Tier 1,18-24,Marketplace,Silver,Fragrance,No
CUST00350,New Customers,41,1,537.51,4,1,2,7,0.0,0.12,4.0,1,0,0.0,0.0,18,0,10,0,0,validation,0.0,0.4753622064210299,0.12,0.0,Tier 1,35-44,Marketplace,,Hair Care,Yes
CUST00351,Champions,9,3,2713.22,5,5,5,15,0.333,0.287,3.67,2,1,1.0,22.8,4,0,3,1,0,train,0.6666666666666666,0.13947812971342383,0.287,1.0,Tier 2,25-34,Instagram,Silver,Skin Care,Yes
CUST00352,New Customers,27,1,1000.77,4,1,3,8,0.0,0.12,5.0,1,0,0.0,0.0,13,1,6,16,0,train,0.0,0.4208190045248869,0.12,1.0,Tier 3,18-24,Marketplace,Silver,Hair Care,Yes
CUST00353,At-Risk Customers,118,2,753.92,2,4,3,9,0.0,0.215,4.0,1,0,0.0,0.0,4,1,3,27,1,train,0.0,0.16125684119801764,0.215,0.0,Tier 3,25-34,Instagram,,Hair Care,Yes
CUST00354,Loyal Customers,36,2,1158.36,4,4,3,11,0.0,0.365,4.0,2,0,0.0,0.0,4,1,3,16,0,train,0.0,0.16461818573583278,0.365,0.0,Tier 2,45+,Referral,,Makeup,Yes
CUST00355,At-Risk Customers,171,1,715.18,1,1,3,5,0.0,0.03,5.0,1,0,0.0,0.0,4,2,5,32,1,train,0.0,0.21255505279034692,0.03,2.0,Tier 2,45+,Google Search,Gold,Wellness,Yes
CUST00356,Champions,7,4,2192.57,5,5,5,15,0.0,0.215,2.5,4,0,0.0,0.0,10,1,4,7,0,train,0.0,0.3317700926524456,0.215,0.0,Tier 2,25-34,Referral,,Baby Care,Yes
CUST00357,New Customers,42,1,513.15,4,1,2,7,0.0,0.29,1.0,1,1,1.0,12.9,9,1,8,2,1,validation,0.6666666666666666,0.38104998922645983,0.29,1.0,Tier 2,25-34,Instagram,Silver,Skin Care,Yes
CUST00358,At-Risk Customers,101,2,1523.36,2,4,4,10,0.0,0.335,4.0,2,0,0.0,0.0,4,0,4,1,1,train,0.0,0.1393919413919414,0.335,0.0,Tier 3,25-34,Marketplace,,Hair Care,Yes
CUST00359,Champions,3,3,2276.09,5,5,5,15,0.0,0.243,4.0,3,0,0.0,0.0,0,0,4,0,0,train,0.0,0.04615384615384615,0.243,0.0,Tier 1,25-34,Google Search,,Baby Care,Yes
CUST00360,New Customers,2,1,1731.67,5,1,4,10,0.0,0.33,5.0,1,0,0.0,0.0,1,0,0,0,0,train,0.0,0.02208403361344538,0.33,0.0,Tier 2,35-44,Marketplace,,Wellness,Yes
CUST00361,At-Risk Customers,169,1,361.04,1,1,1,3,1.0,0.12,5.0,1,0,0.0,0.0,3,1,2,20,1,train,0.0,0.12259232923938805,0.12,0.0,Tier 3,25-34,Instagram,,Skin Care,Yes
CUST00362,Champions,23,3,1795.3,4,5,4,13,0.0,0.277,4.33,3,0,0.0,0.0,12,0,3,7,0,train,0.0,0.3228730876966171,0.277,2.0,Tier 3,25-34,Influencer,Gold,Baby Care,Yes
CUST00363,New Customers,27,1,413.99,4,1,2,7,0.0,0.32,5.0,1,1,1.0,22.5,2,0,0,5,0,train,0.6666666666666666,0.059154061624649854,0.32,0.0,Tier 2,25-34,Instagram,,Makeup,Yes
CUST00364,Lost Customers,359,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,0,0,0,60,1,train,0.0,0.0,0.0,0.0,Tier 2,18-24,Google Search,,Makeup,No
CUST00365,At-Risk Customers,158,1,1015.06,1,1,3,5,0.0,0.21,2.0,1,0,0.0,0.0,7,0,0,21,1,validation,0.0,0.18610084033613447,0.21,0.0,Tier 1,25-34,Marketplace,,Skin Care,Yes
CUST00366,At-Risk Customers,92,2,3930.92,2,4,5,11,0.0,0.235,2.5,2,0,0.0,0.0,2,0,0,26,0,train,0.0,0.05075070028011204,0.235,0.0,Tier 1,25-34,Instagram,,Hair Care,Yes
CUST00367,Lost Customers,212,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,1,1,5,33,1,train,0.0,0.09973432449903039,0.0,1.0,Tier 1,45+,Google Search,Silver,Makeup,Yes
CUST00368,Other,55,1,348.81,3,1,1,5,1.0,0.25,5.0,1,1,1.0,16.3,7,0,1,12,1,train,0.6666666666666666,0.18265330747683686,0.25,0.0,Tier 1,25-34,Google Search,,Skin Care,Yes
CUST00369,Other,71,1,910.05,3,1,3,7,0.0,0.16,2.0,1,0,0.0,0.0,7,1,2,0,1,validation,0.0,0.1873990519284637,0.16,0.0,Tier 3,25-34,Instagram,,Skin Care,Yes
CUST00370,At-Risk Customers,172,1,452.14,1,1,2,4,0.0,0.42,5.0,1,0,0.0,0.0,8,1,5,29,1,train,0.0,0.23737578108166343,0.42,3.0,Tier 2,45+,Referral,Platinum,Hair Care,Yes
CUST00371,At-Risk Customers,124,1,912.11,2,1,3,6,0.0,0.07,3.0,1,0,0.0,0.0,4,0,0,10,1,train,0.0,0.08987675070028012,0.07,0.0,Tier 2,18-24,Instagram,,Skin Care,No
CUST00372,Other,56,1,431.11,3,1,2,6,0.0,0.38,5.0,1,1,0.0,12.6,2,0,0,18,0,train,0.16666666666666666,0.059154061624649854,0.38,0.0,Tier 1,18-24,Referral,,Fragrance,No
CUST00373,Loyal Customers,73,2,1612.89,3,4,4,11,0.0,0.3,1.0,2,0,0.0,0.0,9,1,6,20,1,train,0.0,0.3310823098470157,0.3,1.0,Tier 1,25-34,Instagram,Silver,Hair Care,Yes
CUST00374,Lost Customers,219,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,0,3,6,44,1,train,0.0,0.14423076923076922,0.0,0.0,Tier 3,18-24,Marketplace,,Makeup,Yes
CUST00375,Loyal Customers,85,2,812.45,3,4,3,10,0.0,0.435,5.0,2,1,1.0,39.3,2,0,0,17,1,train,0.6666666666666666,0.05243137254901961,0.435,0.0,Tier 1,25-34,Influencer,,Hair Care,Yes
CUST00376,Champions,45,2,1345.22,4,4,4,12,0.0,0.12,5.0,2,0,0.0,0.0,5,0,1,12,1,train,0.0,0.13022193492781728,0.12,0.0,Tier 1,25-34,Referral,,Skin Care,Yes
CUST00377,Loyal Customers,80,3,1386.54,3,5,4,12,0.0,0.313,5.0,2,0,0.0,0.0,10,0,7,16,1,validation,0.0,0.31967679379444086,0.313,0.0,Tier 2,35-44,Referral,,Skin Care,Yes
CUST00378,At-Risk Customers,99,1,1622.32,2,1,4,7,0.0,0.29,4.0,1,0,0.0,0.0,4,0,1,1,1,train,0.0,0.1096785175608705,0.29,0.0,Tier 2,18-24,Instagram,,Skin Care,Yes
CUST00379,Other,75,1,538.25,3,1,2,6,0.0,0.11,4.0,1,0,0.0,0.0,2,0,0,4,1,test,0.0,0.059154061624649854,0.11,0.0,Tier 1,45+,Marketplace,,Hair Care,No
CUST00380,Champions,39,3,1274.45,4,5,4,13,0.0,0.427,4.0,3,0,0.0,0.0,8,0,2,0,0,train,0.0,0.2277603964662788,0.427,1.0,Tier 2,25-34,Instagram,Silver,Wellness,Yes
CUST00381,Other,182,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,2,0,0,32,1,train,0.0,0.03576470588235294,0.0,2.0,Tier 3,25-34,Marketplace,Gold,Baby Care,Yes
CUST00382,Loyal Customers,45,2,766.55,4,4,3,11,0.0,0.105,4.0,2,0,0.0,0.0,6,0,0,7,0,train,0.0,0.13222408963585433,0.105,2.0,Tier 1,35-44,Marketplace,Gold,Baby Care,No
CUST00383,Champions,8,5,2977.28,5,5,5,15,0.2,0.214,4.6,3,1,1.0,59.0,14,1,5,1,0,train,0.6666666666666666,0.46651863822452067,0.214,2.0,Tier 2,35-44,Referral,Gold,Hair Care,Yes
CUST00384,New Customers,26,1,470.31,4,1,2,7,0.0,0.22,4.0,1,0,0.0,0.0,0,0,1,0,0,test,0.0,0.011538461538461537,0.22,0.0,Tier 1,18-24,Referral,,Fragrance,Yes
CUST00385,Loyal Customers,63,3,1877.75,3,5,4,12,0.0,0.323,4.0,2,0,0.0,0.0,6,1,3,25,0,train,0.0,0.21368821374703725,0.323,1.0,Tier 1,25-34,Instagram,Silver,Makeup,Yes
CUST00386,Champions,0,2,1407.41,5,4,4,13,0.0,0.29,4.5,2,0,0.0,0.0,13,2,4,1,0,train,0.0,0.4597168713639302,0.29,0.0,Tier 2,35-44,Google Search,,Makeup,Yes
CUST00387,New Customers,40,1,721.21,4,1,3,8,0.0,0.31,4.0,1,0,0.0,0.0,1,0,0,2,0,train,0.0,0.02208403361344538,0.31,1.0,Tier 3,25-34,Referral,Silver,Hair Care,No
CUST00388,New Customers,37,1,528.39,4,1,2,7,0.0,0.37,5.0,1,0,0.0,0.0,6,3,8,0,1,train,0.0,0.2661984486102133,0.37,1.0,Tier 2,18-24,Organic,Silver,Baby Care,Yes
CUST00389,Champions,14,5,3373.19,5,5,5,15,0.0,0.344,4.4,2,1,1.0,46.3,11,2,4,14,0,train,0.6666666666666666,0.32885412626589094,0.344,0.0,Tier 2,35-44,Marketplace,,Skin Care,Yes
CUST00390,Loyal Customers,54,2,1639.43,3,4,4,11,0.0,0.35,3.5,2,1,1.0,52.7,4,1,5,5,1,train,0.6666666666666666,0.18923572505925448,0.35,1.0,Tier 3,25-34,Instagram,Silver,Skin Care,Yes
CUST00391,Champions,1,2,2384.79,5,4,5,14,0.0,0.17,4.0,2,0,0.0,0.0,4,0,0,0,0,test,0.0,0.08987675070028012,0.17,1.0,Tier 3,18-24,Referral,Silver,Baby Care,Yes
CUST00392,At-Risk Customers,133,1,716.98,2,1,3,6,0.0,0.39,5.0,1,0,0.0,0.0,4,1,4,34,1,train,0.0,0.16439194139194138,0.39,1.0,Tier 1,35-44,Google Search,Silver,Hair Care,Yes
CUST00393,Champions,12,2,2231.04,5,4,5,14,0.0,0.19,4.0,2,1,0.0,1.0,5,1,5,18,0,train,0.16666666666666666,0.2230844645550528,0.19,0.0,Tier 1,45+,Influencer,,Baby Care,Yes
CUST00394,New Customers,1,1,404.19,5,1,2,8,0.0,0.21,5.0,1,1,1.0,24.1,12,0,0,4,0,train,0.6666666666666666,0.2512829131652661,0.21,2.0,Tier 1,18-24,Google Search,Gold,Fragrance,No
CUST00395,New Customers,35,1,633.86,4,1,2,7,0.0,0.48,3.0,1,0,0.0,0.0,12,0,0,13,0,train,0.0,0.31486834733893554,0.48,3.0,Tier 2,25-34,Marketplace,Platinum,Hair Care,No
CUST00396,Champions,10,5,3031.78,5,5,5,15,0.0,0.214,4.2,4,1,1.0,55.1,10,2,9,0,0,validation,0.6666666666666666,0.4026976944624003,0.214,0.0,Tier 3,25-34,Marketplace,,Hair Care,Yes
CUST00397,High-Value but Unhappy,79,1,1203.27,3,1,4,8,0.0,0.3,5.0,1,1,1.0,17.1,3,2,7,22,1,test,0.6666666666666666,0.20528463693169574,0.3,0.0,Tier 2,25-34,Google Search,,Skin Care,Yes
CUST00398,Champions,8,3,2505.73,5,5,5,15,0.0,0.237,4.67,3,1,1.0,40.3,11,0,0,0,0,train,0.6666666666666666,0.22751820728291317,0.237,2.0,Tier 1,25-34,Marketplace,Gold,Skin Care,No
CUST00399,Lost Customers,262,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,3,0,0,45,1,train,0.0,0.06457142857142857,0.0,1.0,Tier 2,45+,Marketplace,Silver,Makeup,No
CUST00400,New Customers,44,1,402.05,4,1,2,7,0.0,0.61,4.0,1,0,0.0,0.0,9,0,0,0,0,train,0.0,0.18671148459383752,0.61,2.0,Tier 2,35-44,Influencer,Gold,Skin Care,No
CUST00401,Other,66,1,568.99,3,1,2,6,0.0,0.19,4.0,1,1,0.0,5.4,2,0,0,12,0,validation,0.16666666666666666,0.057473389355742296,0.19,1.0,Tier 1,18-24,Organic,Silver,Hair Care,Yes
CUST00402,At-Risk Customers,132,1,192.19,2,1,1,4,0.0,0.28,4.0,1,0,0.0,0.0,1,1,3,27,1,validation,0.0,0.08001874595992242,0.28,2.0,Tier 1,25-34,Google Search,Gold,Skin Care,Yes
CUST00403,Champions,21,2,2029.32,4,4,5,13,0.0,0.12,4.5,2,0,0.0,0.0,15,1,3,0,0,validation,0.0,0.4471784098254687,0.12,0.0,Tier 1,25-34,Marketplace,,Hair Care,Yes
CUST00404,Other,193,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,1,1,2,31,1,train,0.0,0.07016095669036845,0.0,2.0,Tier 3,35-44,Referral,Gold,Skin Care,Yes
CUST00405,New Customers,2,1,282.03,5,1,1,7,1.0,0.5,5.0,1,1,1.0,40.1,4,0,2,5,1,train,0.6666666666666666,0.13802370178840767,0.5,0.0,Tier 1,25-34,Referral,,Fragrance,Yes
CUST00406,Loyal Customers,10,3,997.27,5,5,3,13,0.0,0.343,2.33,1,1,0.0,10.7,10,0,0,5,0,train,0.16666666666666666,0.19380952380952382,0.343,0.0,Tier 1,35-44,Marketplace,,Hair Care,No
CUST00407,New Customers,18,1,1569.01,5,1,4,10,0.0,0.36,5.0,1,0,0.0,0.0,0,0,0,11,0,train,0.0,0.0,0.36,0.0,Tier 2,18-24,Marketplace,,Makeup,Yes
CUST00408,New Customers,40,1,729.14,4,1,3,8,0.0,0.13,5.0,1,0,0.0,0.0,0,1,3,0,0,validation,0.0,0.05961538461538461,0.13,0.0,Tier 1,25-34,Marketplace,,Skin Care,Yes
CUST00409,Loyal Customers,58,3,1404.08,3,5,4,12,0.333,0.29,3.33,3,1,0.0,18.7,11,1,5,4,1,train,0.16666666666666666,0.3167931480284422,0.29,0.0,Tier 1,18-24,Google Search,,Skin Care,Yes
CUST00410,Champions,1,2,1365.22,5,4,4,13,0.0,0.22,4.5,2,1,0.0,2.9,16,0,7,0,0,validation,0.16666666666666666,0.44503813833225603,0.22,2.0,Tier 2,25-34,Instagram,Gold,Skin Care,Yes
CUST00411,Lost Customers,253,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,1,0,1,54,1,test,0.0,0.031941822882999356,0.0,0.0,Tier 1,25-34,Influencer,,Skin Care,Yes
CUST00412,Lost Customers,529,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,0,0,2,60,1,test,0.0,0.023076923076923075,0.0,0.0,Tier 3,25-34,Google Search,,Skin Care,Yes
CUST00413,New Customers,26,1,220.96,4,2,1,7,0.0,0.48,4.0,1,1,1.0,16.5,16,0,9,0,0,train,0.6666666666666666,0.5283391510450334,0.48,3.0,Tier 1,35-44,Referral,Platinum,Baby Care,Yes
CUST00414,New Customers,3,1,311.44,5,2,1,8,1.0,0.32,4.0,1,1,1.0,28.0,5,1,6,0,1,test,0.6666666666666666,0.25465093729799615,0.32,0.0,Tier 2,25-34,Marketplace,,Baby Care,Yes
CUST00415,At-Risk Customers,120,1,1236.13,2,2,4,8,0.0,0.21,5.0,1,0,0.0,0.0,1,2,5,11,1,train,0.0,0.12473432449903038,0.21,0.0,Tier 1,25-34,Google Search,,Skin Care,Yes
CUST00416,Loyal Customers,28,2,1020.28,4,4,3,11,0.0,0.285,4.0,2,1,0.0,12.8,4,0,0,11,0,train,0.16666666666666666,0.08483473389355742,0.285,1.0,Tier 2,25-34,Organic,Silver,Makeup,Yes
CUST00417,At-Risk Customers,151,1,611.96,1,2,2,5,0.0,0.09,4.0,1,0,0.0,0.0,0,1,5,28,1,test,0.0,0.08269230769230769,0.09,0.0,Tier 2,35-44,Organic,,Skin Care,Yes
CUST00418,Champions,5,2,1919.75,5,4,5,14,0.0,0.14,5.0,2,1,1.0,37.7,8,2,6,0,0,test,0.6666666666666666,0.3090683042447748,0.14,0.0,Tier 2,25-34,Organic,,Fragrance,Yes
CUST00419,At-Risk Customers,98,2,1795.1,2,4,4,10,0.0,0.3,5.0,1,0,0.0,0.0,12,1,5,30,1,train,0.0,0.36072592113768587,0.3,0.0,Tier 1,18-24,Instagram,,Skin Care,Yes
CUST00420,New Customers,18,1,1380.99,5,2,4,11,0.0,0.0,5.0,1,0,0.0,0.0,14,0,5,0,0,validation,0.0,0.4468407670760612,0.0,0.0,Tier 2,18-24,Google Search,,Makeup,Yes
CUST00421,New Customers,0,1,1547.12,5,2,4,11,0.0,0.36,3.0,1,0,0.0,0.0,4,0,0,0,0,train,0.0,0.0949187675070028,0.36,0.0,Tier 2,18-24,Instagram,,Skin Care,No
CUST00422,At-Risk Customers,125,1,664.17,2,2,2,6,0.0,0.28,5.0,1,0,0.0,0.0,7,0,0,26,1,train,0.0,0.18456022408963585,0.28,3.0,Tier 3,25-34,Google Search,Platinum,Skin Care,No
CUST00423,At-Risk Customers,135,2,1922.89,2,4,5,11,0.0,0.24,2.5,2,0,0.0,0.0,1,0,2,39,1,train,0.0,0.060146951088127565,0.24,1.0,Tier 1,45+,Marketplace,Silver,Baby Care,Yes
